id,source_class,discipline,unit,chapter,topic,subtopic,question_type,difficulty,correct_option,figure_required,figures,generator_eligible,validation_status
NEET27-BIO-1066,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,ATP from reduced coenzymes,Numerical,Medium,C,False,,True,PASS
NEET27-BIO-1067,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Urea recycling,Conceptual Trap,Difficult,A,False,,True,PASS
NEET27-BIO-1068,XII,Botany,Unit 7: Genetics and Evolution,Evolution,Evolution,Evidence of evolution,Applied Classification,Medium,B,False,,True,PASS
NEET27-BIO-1069,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,RQ from measured gas volumes,Multi-Step Numerical,Difficult,B,False,,True,PASS
NEET27-BIO-1070,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1071,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Non-Mendelian patterns,Statement Completion,Easy,D,False,,True,PASS
NEET27-BIO-1072,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Epithelial tissue and Connective tissue,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1073,XI,Zoology,Unit 5: Human Physiology,Body Fluids and Circulation,Body Fluids and Circulation,Heart anatomy,Evidence Integration,Difficult,B,False,,True,PASS
NEET27-BIO-1074,XI,Zoology,Unit 5: Human Physiology,Chemical Coordination and Integration,Chemical Coordination and Integration,Pituitary and thyroid,Statement Completion,Easy,D,False,,True,PASS
NEET27-BIO-1075,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Cloning vectors,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1076,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Nature of the connecting link reaction,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-1077,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Integrated chapter reasoning,Multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1078,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Productivity and decomposition,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-1079,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Stable population and Declining population,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1080,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Microsporogenesis and pollen,Reverse Association,Easy,A,False,,True,PASS
NEET27-BIO-1081,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Chitin,Application Based,Easy,B,False,,True,PASS
NEET27-BIO-1082,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,ATP yield of fermentation,Numerical,Medium,C,False,,True,PASS
NEET27-BIO-1083,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Heterocysts with Kingdom Protista,Applied statement comparison,Medium,D,False,,True,PASS
NEET27-BIO-1084,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Chloroplast,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1085,XII,Zoology,Unit 8: Biology and Human Welfare,Human Health and Disease,Human Health and Disease,Cancer and immunity disorders,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-1086,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1087,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Protein structure,Comparison Based,Easy,D,False,,True,PASS
NEET27-BIO-1088,XII,Zoology,Unit 6: Reproduction,Reproductive Health,Reproductive Health,Birth control and reproductive health,Statement Completion,Easy,A,False,,True,PASS
NEET27-BIO-1089,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,PCR and analysis,Integrated Association Analysis,Medium,B,False,,True,PASS
NEET27-BIO-1090,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Ethylene and ABA,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1091,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Sigmoid growth curve,Graph Analysis,Easy,B,True,figures/NEET27-BIO-XI-CH13-FIG01.png,True,PASS
NEET27-BIO-1092,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Ovule and embryo sac,Integrated Association Analysis,Medium,A,False,,True,PASS
NEET27-BIO-1093,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Sex determination,Reverse Association,Easy,A,False,,True,PASS
NEET27-BIO-1094,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1095,XI,Botany,Unit 3: Cell Structure and Function,Cell Cycle and Cell Division,Cell Cycle and Cell Division,S phase and G0 phase,Statement I and Statement II,Medium,C,False,,True,PASS
NEET27-BIO-1096,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1097,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Placentation with Malvaceae,Applied statement comparison,Medium,C,False,,True,PASS
NEET27-BIO-1098,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1099,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1100,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Alien species,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1101,XI,Zoology,Unit 5: Human Physiology,Locomotion and Movement,Locomotion and Movement,Skeletal divisions with Myasthenia gravis,Applied statement comparison,Medium,A,False,,True,PASS
NEET27-BIO-1102,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Bryophyte life cycle,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1103,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Aschelminthes,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1104,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,DNA packaging,Cross-Concept Elimination,Difficult,B,False,,True,PASS
NEET27-BIO-1105,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Ecosystem organization,Applied Classification,Medium,D,False,,True,PASS
NEET27-BIO-1106,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Anatomy of Flowering Plants,Anatomy of Flowering Plants,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1107,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,NADH+H+ of glycolysis,Multi-Step Numerical,Difficult,D,False,,True,PASS
NEET27-BIO-1108,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Non-Mendelian patterns,Direct Concept,Easy,B,False,,True,PASS
NEET27-BIO-1109,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Mammalia,Direct NCERT-based,Easy,A,False,,True,PASS
NEET27-BIO-1110,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Early human development,Diagram Interpretation,Easy,A,True,figures/NEET27-BIO-XII-CH02-FIG02.png,True,PASS
NEET27-BIO-1111,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1112,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Evidence for genetic material,Direct Concept,Easy,D,False,,True,PASS
NEET27-BIO-1113,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Slime moulds,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1114,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Logistic growth and Carrying capacity,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1115,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Gene regulation and genomics,Applied Classification,Medium,A,False,,True,PASS
NEET27-BIO-1116,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Crosses,Reverse Association,Easy,C,False,,True,PASS
NEET27-BIO-1117,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Frog circulation,Direct NCERT-based,Easy,D,False,,True,PASS
NEET27-BIO-1118,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Methanogens with Heterocysts,Applied statement comparison,Medium,B,False,,True,PASS
NEET27-BIO-1119,XII,Botany,Unit 7: Genetics and Evolution,Principles of Inheritance and Variation,Principles of Inheritance and Variation,Sex determination,Integrated Association Analysis,Medium,D,False,,True,PASS
NEET27-BIO-1120,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Respiratory organs,Statement Completion,Easy,C,False,,True,PASS
NEET27-BIO-1121,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Food chains and energy,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-1122,XII,Botany,Unit 6: Reproduction,Sexual Reproduction in Flowering Plants,Sexual Reproduction in Flowering Plants,Fertilization,Applied Classification,Medium,C,False,,True,PASS
NEET27-BIO-1123,XI,Botany,Unit 2: Structural Organisation in Animals and Plants,Morphology of Flowering Plants,Morphology of Flowering Plants,Floral symmetry and Ovary position,Statement I and Statement II,Medium,B,False,,True,PASS
NEET27-BIO-1124,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Echinodermata,Direct NCERT-based,Easy,B,False,,True,PASS
NEET27-BIO-1125,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1126,XI,Botany,Unit 1: Diversity in Living World,Plant Kingdom,Plant Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1127,XII,Botany,Unit 7: Genetics and Evolution,Molecular Basis of Inheritance,Molecular Basis of Inheritance,Genetic code and translation,Reverse Association,Easy,B,False,,True,PASS
NEET27-BIO-1128,XI,Botany,Unit 4: Plant Physiology,Plant Growth and Development,Plant Growth and Development,Development with Gibberellins,Applied statement comparison,Medium,C,False,,True,PASS
NEET27-BIO-1129,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Michaelis-Menten constant,Application Based,Medium,D,False,,True,PASS
NEET27-BIO-1130,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Arthropoda and Mollusca,Statement I and Statement II,Medium,A,False,,True,PASS
NEET27-BIO-1131,XI,Botany,Unit 3: Cell Structure and Function,Cell: The Unit of Life,Cell: The Unit of Life,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1132,XI,Zoology,Unit 5: Human Physiology,Neural Control and Coordination,Neural Control and Coordination,Impulse and synapse,Multi-statement analysis,Difficult,B,False,,True,PASS
NEET27-BIO-1133,XI,Botany,Unit 1: Diversity in Living World,Biological Classification,Biological Classification,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1134,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Population growth,Direct Concept,Easy,A,False,,True,PASS
NEET27-BIO-1135,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Protected areas with Extinction risk,Applied statement comparison,Medium,A,False,,True,PASS
NEET27-BIO-1136,XI,Zoology,Unit 5: Human Physiology,Excretory Products and Their Elimination,Excretory Products and Their Elimination,Bowman's capsule and podocytes,Verbal Diagram Reasoning,Medium,C,True,figures/NEET27-BIO-XI-CH16-0053.png,True,PASS
NEET27-BIO-1137,XII,Botany,Unit 10: Ecology and Environment,Ecosystem,Ecosystem,Decomposition steps,Multi-Statement Reasoning,Difficult,A,False,,True,PASS
NEET27-BIO-1138,XI,Botany,Unit 3: Cell Structure and Function,Biomolecules,Biomolecules,Mechanism of enzyme action,Conceptual Trap,Difficult,C,False,,True,PASS
NEET27-BIO-1139,XII,Zoology,Unit 6: Reproduction,Reproductive Health,Reproductive Health,Assisted reproduction and infection,Match the Pair,Medium,B,False,,True,PASS
NEET27-BIO-1140,XI,Zoology,Unit 5: Human Physiology,Locomotion and Movement,Locomotion and Movement,Integrated chapter reasoning,Multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1141,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Log species-area form and Importance of biodiversity,Statement I and Statement II,Medium,D,False,,True,PASS
NEET27-BIO-1142,XI,Botany,Unit 4: Plant Physiology,Photosynthesis in Higher Plants,Photosynthesis in Higher Plants,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1143,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1144,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Integrated chapter reasoning,Multi-statement,Difficult,A,False,,True,PASS
NEET27-BIO-1145,XII,Botany,Unit 10: Ecology and Environment,Organisms and Populations,Organisms and Populations,Population change with Natality,Applied statement comparison,Medium,B,False,,True,PASS
NEET27-BIO-1146,XII,Botany,Unit 9: Biotechnology and Its Applications,Biotechnology: Principles and Processes,Biotechnology: Principles and Processes,Cloning vectors,Match the Pair,Medium,C,False,,True,PASS
NEET27-BIO-1147,XI,Zoology,Unit 2: Structural Organisation in Animals and Plants,Structural Organisation in Animals,Structural Organisation in Animals,Frog nervous system,Direct NCERT-based,Easy,C,False,,True,PASS
NEET27-BIO-1148,XI,Zoology,Unit 1: Diversity in Living World,Animal Kingdom,Animal Kingdom,Integrated chapter reasoning,Multi-statement,Difficult,D,False,,True,PASS
NEET27-BIO-1149,XI,Zoology,Unit 5: Human Physiology,Breathing and Exchange of Gases,Breathing and Exchange of Gases,Mechanics of breathing,Match the Pair,Medium,A,False,,True,PASS
NEET27-BIO-1150,XII,Botany,Unit 10: Ecology and Environment,Biodiversity and Conservation,Biodiversity and Conservation,Integrated chapter reasoning,Higher-order multi-statement,Difficult,C,False,,True,PASS
NEET27-BIO-1151,XI,Botany,Unit 4: Plant Physiology,Respiration in Plants,Respiration in Plants,Vitamin requirement of the link reaction,Application Based,Medium,D,False,,True,PASS
NEET27-BIO-1152,XII,Botany,Unit 8: Biology and Human Welfare,Microbes in Human Welfare,Microbes in Human Welfare,Integrated chapter reasoning,Higher-order multi-statement,Difficult,B,False,,True,PASS
NEET27-BIO-1153,XII,Zoology,Unit 6: Reproduction,Human Reproduction,Human Reproduction,Gametogenesis,Case Analysis,Difficult,C,False,,True,PASS
NEET27-BIO-1154,XI,Zoology,Unit 5: Human Physiology,Locomotion and Movement,Locomotion and Movement,Thin filaments and Thick filaments,Statement I and Statement II,Medium,A,False,,True,PASS
